"STATION","NAME","DATE","TMAX","TMIN"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-07","92","76"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-08","83","66"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-09","79","60"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-10","72","58"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-11","75","62"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-12","86","59"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-13","85","68"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-14","87","69"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-15","76","63"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-16","75","59"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-17","77","57"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-18","81","62"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-19","85","70"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-20","84","71"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-21","86","70"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-22","89","70"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-23","79","62"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-24","84","59"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-25","85","62"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-26","80","63"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-27","74","61"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-28","75","59"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-29","79","58"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-30","78","60"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-08-31","81","58"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-01","80","63"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-02","84","59"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-03","84","61"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-04","85","63"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-05","83","64"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-06","81","67"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-07","80","68"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-08","83","65"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-09","75","61"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-10","80","56"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-11","78","56"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-12","66","52"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-13","63","50"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-14","61","50"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-15","69","55"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-16","64","57"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-17","65","56"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-18","68","51"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-19","68","51"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-20","73","51"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-21","74","56"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-22","73","54"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-23","65","50"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-24","68","50"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-25","66","43"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-26","66","56"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-27","65","51"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-28","62","50"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-29","64","43"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-09-30","80","47"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-01","76","55"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-02","66","42"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-03","52","37"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-04","56","44"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-05","65","43"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-06","78","53"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-07","66","45"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-08","50","41"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-09","59","37"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-10","48","34"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-11","58","34"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-12","70","50"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-13","77","53"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-14","58","50"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-15","77","54"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-16","77","61"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-17","72","47"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-18","54","40"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-19","55","35"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-20","56","35"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-21","62","44"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-22","58","54"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-23","55","40"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-24","50","42"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-25","64","38"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-26","63","53"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-27","64","50"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-28","56","40"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-29","59","36"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-30","56","30"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-10-31","37","27"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-01","38","27"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-02","38","25"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-03","48","25"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-04","46","38"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-05","52","39"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-06","62","45"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-07","52","37"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-08","45","31"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-09","39","29"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-10","34","24"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-11","32","21"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-12","30","18"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-13","28","17"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-14","33","17"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-15","41","31"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-16","51","40"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-17","54","29"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-18","33","26"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-19","32","23"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-20","34","24"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-21","37","30"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-22","36","24"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-23","38","33"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-24","34","30"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-25","30","18"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-26","24","12"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-27","31","15"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-28","36","21"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-29","42","27"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-11-30","44","34"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-01","34","25"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-02","30","19"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-03","34","28"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-04","36","23"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-05","35","32"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-06","37","32"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-07","36","23"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-08","32","29"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-09","30","26"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-10","38","30"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-11","40","35"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-12","38","34"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-13","45","29"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-14","43","29"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-15","43","28"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-16","29","23"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-17","31","18"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-18","19","7"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-19","19","4"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-20","18","3"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-21","34","17"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-22","38","28"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-23","39","31"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-24","31","5"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-25","5","0"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-26","14","5"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-27","36","10"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-28","38","34"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-29","36","24"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-30","30","25"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1996-12-31","35","21"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-01","36","33"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-02","46","33"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-03","41","37"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-04","60","38"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-05","39","15"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-06","22","10"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-07","20","8"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-08","30","8"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-09","30","25"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-10","26","18"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-11","18","0"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-12","7","-2"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-13","15","2"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-14","20","6"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-15","25","16"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-16","22","-3"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-17","6","-8"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-18","8","-3"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-19","30","2"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-20","37","24"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-21","46","30"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-22","46","22"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-23","29","16"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-24","32","27"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-25","27","4"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-26","25","0"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-27","26","5"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-28","9","-3"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-29","24","4"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-30","21","13"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-01-31","45","19"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-01","35","29"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-02","42","32"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-03","35","29"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-04","35","31"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-05","32","28"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-06","29","21"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-07","31","19"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-08","30","16"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-09","31","13"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-10","29","21"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-11","28","22"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-12","22","13"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-13","28","14"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-14","35","16"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-15","25","14"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-16","23","16"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-17","44","17"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-18","52","43"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-19","48","27"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-20","44","25"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-21","41","24"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-22","31","17"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-23","32","18"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-24","23","12"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-25","35","14"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-26","39","34"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-27","34","30"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-02-28","36","32"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-01","48","35"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-02","38","27"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-03","36","28"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-04","39","33"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-05","37","27"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-06","27","20"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-07","36","17"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-08","38","30"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-09","42","32"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-10","55","33"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-11","38","30"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-12","37","26"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-13","34","29"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-14","31","19"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-15","22","12"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-16","36","11"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-17","53","34"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-18","36","27"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-19","46","22"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-20","48","34"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-21","65","34"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-22","39","33"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-23","36","25"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-24","37","25"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-25","43","36"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-26","59","36"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-27","75","47"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-28","60","46"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-29","53","35"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-30","39","31"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-03-31","40","27"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-01","56","25"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-02","71","41"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-03","66","49"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-04","79","46"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-05","60","49"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-06","59","29"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-07","41","27"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-08","31","20"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-09","32","20"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-10","39","24"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-11","38","31"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-12","34","30"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-13","46","28"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-14","53","33"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-15","66","36"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-16","51","34"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-17","44","31"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-18","45","28"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-19","48","35"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-20","56","36"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-21","46","36"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-22","47","34"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-23","51","38"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-24","51","40"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-25","55","37"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-26","62","39"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-27","54","38"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-28","59","38"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-29","75","47"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-04-30","62","38"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-01","58","37"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-02","51","39"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-03","55","39"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-04","63","36"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-05","72","44"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-06","65","42"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-07","54","38"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-08","70","45"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-09","53","43"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-10","57","39"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-11","72","48"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-12","60","37"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-13","45","37"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-14","54","40"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-15","50","39"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-16","55","32"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-17","45","36"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-18","56","38"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-19","61","42"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-20","58","38"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-21","51","38"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-22","53","34"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-23","60","43"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-24","72","44"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-25","49","42"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-26","51","41"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-27","60","43"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-28","63","48"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-29","64","48"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-30","66","54"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-05-31","59","48"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-01","68","47"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-02","63","50"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-03","65","50"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-04","72","46"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-05","69","50"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-06","63","50"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-07","62","48"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-08","64","47"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-09","71","48"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-10","76","52"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-11","77","54"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-12","74","59"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-13","73","50"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-14","62","47"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-15","82","48"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-16","78","50"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-17","61","47"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-18","71","48"
"USW00014839","MILWAUKEE MITCHELL AIRPORT, WI US","1997-06-19","70","52"
